"","kplant","LitterRate","retrans","RespRate","UptakeRate","propN_fol","propN_roots","q10","Ndep_rate"
"1",4.92553674053855,0.00144303360618985,0.794774043544551,0.628297461812956,0.00792437132483778,0.835634472433083,0.542437565743341,1.97961770912792,0.000548183826956734
"2",7.14969099826069,0.000282319659946657,0.816743925096443,0.863750451266398,0.0111646480071257,0.778546556877845,0.562329636896136,1.76795736757459,0.000384113031451832
"3",6.40256611776614,0.000690672476715864,0.843367862047071,0.406200142247513,0.00552203826720415,0.497076372147978,0.429097107214629,2.7164148402825,0.000440304540151326
"4",6.393335469356,0.00228439785809779,0.814403210313419,0.3585114449105,0.00908343635533618,0.593509134158042,0.262644848093308,2.0001639148576,0.000448040531309466
"5",2.37675101263257,0.00201501642689024,0.751837374608658,0.847369850578412,0.00610252355574698,0.445369780440182,0.81276713689583,1.59587707650377,0.000244112361190221
"6",6.0524580729605,0.00064118055756906,0.803447444547313,0.587456103961265,0.0066309522351888,0.807255038267725,0.526414519523237,1.70216972089924,0.000478477217383228
"7",7.26714037467801,0.000566852547911101,0.796063991651359,0.773719086273155,0.00879672390587469,0.527812437595614,0.687674014237318,2.10490340713719,0.000230455555843626
"8",5.72227956073571,0.000884627047287919,0.831912668582713,0.758888375123649,0.00857413325825409,0.148835465959265,0.388763782577804,2.36717715158665,0.000787327583385198
"9",7.21471402399298,0.00044484797080544,0.745229723281147,0.592669076979827,0.0101704782954299,0.261884386321105,0.842466421292911,1.4250688859835,0.000671796289321421
"10",3.62868595656337,0.00110392723028259,0.758283341609815,0.741879985424799,0.00849393998305058,0.469477666940907,0.52689108223148,2.85394196288489,0.00078328760206026
"11",2.75989070679326,0.000367895596514739,0.842596799038481,0.626061738189781,0.00713522747922066,0.779837879169373,0.65818285783198,2.58795175592439,0.000476008327581572
"12",2.57717846923408,0.00154396245276845,0.769198568045481,0.898430162394627,0.0109452074550374,0.726217602768762,0.677350061077067,1.42117671092966,0.000106019381874465
"13",5.10555667292595,0.00141759233080707,0.810884331352187,0.863414560471625,0.00458275881119941,0.553857764671193,0.324782586814004,2.20289714718874,0.000723825087772716
"14",7.60533257127403,0.00182930346688341,0.82906679518709,0.51721010150254,0.00631237240317709,0.885605421309039,0.362110937703429,1.56032069244097,0.000481725956145539
"15",4.32811011053474,0.00206838525709816,0.70075228570498,0.507434613621845,0.00888178805372455,0.27292315171537,0.232764569186564,2.78307182956391,0.000447051705603016
"16",6.24053740928819,0.000818485410832361,0.756418546389934,0.905580871318779,0.010213964970288,0.450322920692175,0.829765134424336,3.11749361172876,0.000782495560471375
"17",5.81299926617439,0.00183052318036793,0.683655724764889,0.892841161991712,0.00857681461541347,0.212903742975067,0.723238528831545,3.24398879116094,0.000221342432306882
"18",3.06840488790922,0.000778510182967856,0.727895543611024,0.888674497883553,0.00892424835741847,0.355932598337513,0.332130446293328,1.57123050213127,0.0007962078831875
"19",7.58346983324977,0.000768708678801379,0.839716138390511,0.623157817818848,0.00508218047508211,0.824036233357684,0.702503252738715,1.81837408491761,0.000789644960075205
"20",5.06066267973756,0.00109823051322617,0.82258937303641,0.84340290560171,0.00796394747465535,0.284210463462478,0.687423739243382,2.38452690756157,0.000618222038982126
"21",7.98990160498203,0.00153396929858781,0.698451455645233,0.97331126525844,0.00748876201417473,0.265101203599187,0.588984027032793,2.23210051131682,0.000664971047575679
"22",2.74429686303121,0.00111218379616566,0.805777541808634,0.413157139566795,0.00968985246942341,0.126460524328655,0.799516786976061,2.31467074896544,0.000349837476628846
"23",4.89428500646967,0.00146092076605079,0.752406228871484,0.336818124958019,0.00864748083567213,0.638577784133409,0.622428801340011,2.46398547265982,0.000541772482550561
"24",2.85843155599348,0.000991260826070623,0.807717326337613,0.724322615824898,0.00911279972613188,0.64059442233621,0.467518070802173,2.15028285496799,0.000328782158826465
"25",6.20866194282609,0.000772369084032756,0.83509221409376,0.843270665084848,0.0104993435199291,0.290027344549077,0.412384203447996,1.66676302705733,0.000169495640819442
"26",7.63682390151108,0.000296896865870986,0.786532476175578,0.40465301833706,0.00777195459292978,0.272336004065541,0.761996306205058,3.019860906747,0.000251629784540013
"27",7.208248992675,0.00055280831627853,0.789652537126624,0.703906066322136,0.0114510650539016,0.509588144316093,0.659746397118605,1.8220543860711,0.000703378790144535
"28",1.30399947713358,0.00104557102984772,0.735790742732004,0.27366752113621,0.00826808499338994,0.103628353856316,0.741236813627162,2.22874570161436,0.000660253640578123
"29",7.21516512998358,0.00223770231200004,0.818423726809595,0.821697195691544,0.00503312947304423,0.303770572038632,0.595983402947671,1.74160197093386,0.000437403115573882
"30",2.02407995687823,0.00215877941784545,0.78496629095112,0.59677736712902,0.0105048300508806,0.393533071038373,0.317134846699782,1.86817030801711,0.000766802437228804
"31",1.76681832189817,0.00104155327258235,0.827392715998249,0.39353779894417,0.0101988657892097,0.33995094149483,0.647435700996786,3.04747866832126,0.000406269512320638
"32",4.87653387521441,0.00173807075171294,0.764749473121978,0.324528647362857,0.0110792646975999,0.258278964136026,0.514467348361774,2.31091700751572,0.000306787943792022
"33",7.65759232493217,0.000337230800566701,0.809798227028947,0.675699934794652,0.00931689989991578,0.486130068192742,0.279814025643141,2.19000763626143,0.000352723683613837
"34",1.14224458287147,0.00172491403400653,0.796352483760639,0.679702274072108,0.00874259497949286,0.475585067797563,0.643052007187761,3.14689746162207,0.000705772840810952
"35",4.55992518935404,0.00156008409030359,0.761517574180574,0.38969931377236,0.0092343113263804,0.226814876893512,0.191843455911538,1.87062560837564,0.000579193503171504
