"","kplant","LitterRate","retrans","RespRate","UptakeRate","propN_fol","propN_roots","q10","Ndep_rate"
"1",6.87495908504059,0.0013617016005029,0.68075105655047,0.953139953314682,0.0116272091706995,0.586829528595511,0.771900309104224,2.20876257992558,0.00056182246704994
"2",1.06787166350885,0.0011064154961876,0.701895684514843,0.423740114568315,0.00288873100327994,0.308147077022224,0.455094007535835,2.36282925658523,0.00077878778362027
"3",2.43589293501658,0.00075733634096947,0.691006931281965,0.901295164565819,0.00565620014077827,0.653424354069077,0.331444046719382,1.46964846355566,0.000364171792447581
"4",4.96350646530011,0.00144670941846822,0.609893744503206,0.728718279235729,0.00881922703229984,0.635015819919935,0.753532722847013,3.23156184202419,0.000560831740386191
"5",4.93102610143559,0.000605737529043415,0.614176425487034,0.727207166879719,0.00953929697469543,0.579456298838689,0.89151618078765,2.19146834704008,0.000567359075266394
"6",5.05382291905962,0.00114245129149753,0.601116485439821,0.927856455892157,0.0102186214868173,0.821775216534859,0.802456305311519,2.23143001969576,0.000249930179011479
"7",2.77311655041155,0.00213430006328916,0.70381636583914,0.447637615782754,0.0116572429358686,0.273994976521276,0.268150041112546,2.27308599032778,0.000532605990364844
"8",6.92617981055027,0.00108731147778474,0.740571642907416,0.327244468969122,0.00935941913306988,0.318169559136402,0.452077768251673,1.4269440160298,0.000217477407077695
"9",5.89172514694249,0.000990082715303923,0.639286141592556,0.894195943531134,0.00889348086286696,0.35321675520027,0.666320520869473,1.67311949776666,0.000438314787880823
"10",4.84412163855019,0.00122039283026836,0.717191277578712,0.801477449852159,0.00454164787571549,0.673015464516302,0.111173697878497,1.69643257022613,0.000481246497525287
"11",7.24407206547768,0.000569735693564074,0.788166287022985,0.489732194386818,0.00673696230694147,0.110060327792614,0.404502497235765,2.09523494138078,0.000802970495149252
"12",7.30885366798187,0.000606207944673857,0.780055800095416,0.972533348236259,0.00616602627498501,0.237531175883717,0.848647381264088,1.93597682496084,0.000751661631290697
"13",2.65271825573657,0.00077748194096665,0.813834231843562,0.775784797213193,0.00222547650658188,0.210004538848136,0.60421595460231,1.43206447942286,0.000679870769264485
"14",6.7482901517899,0.000712442817462097,0.624058638652921,0.683369849571732,0.00634812958054029,0.192705684601642,0.787071907246536,2.08416569347001,7.91173116923333e-05
"15",6.63910225480784,0.000742378913563941,0.649717592477428,0.699763446592045,0.00248245101411307,0.506692508157777,0.463204791439534,1.76635960999244,0.0004727756788645
"16",2.22721466867259,0.00102655294063742,0.841530993284714,0.506747228897998,0.00274294725160507,0.635225196951794,0.332795751270198,1.40406562993679,0.00052044899505875
"17",6.96704477403621,0.000122193855583302,0.819146373924421,0.700075527609467,0.00840649024025245,0.286915456832042,0.469755070312308,1.50936020718987,0.000181577876629397
"18",1.24554411166517,0.000350785470389023,0.676301562080346,0.964116884698449,0.00961997994966547,0.504281868414113,0.250804244540073,1.83946244270493,0.00015735898771789
"19",3.70310287134241,0.000681759941672412,0.789383372119239,0.612042739784439,0.00509021500490408,0.113159761216053,0.354009569763794,3.11650728206795,0.00015480107393742
"20",3.21413737214941,0.00119604459059648,0.61424166762505,0.517678500761373,0.00381742137439968,0.698706758089269,0.592271950567521,2.17242113447051,1.51971906891341e-05
