"","kplant","LitterRate","UptakeRate","propN_fol","propN_roots","netNrate","cue","beta","Biomass_C","Biomass_N","SOM_C","SOM_N","Available_N"
"1",0.170347215621585,0.000901313706759068,0.00426756574110045,0.117615907469326,0.00323203394365338,0.0384595693410461,0.697463249413252,0.0593085592495168,712.961656076547,10.6797640555459,18758.4598541403,770.802596131045,1.07567652143381
"2",0.142892019524627,0.00101362813362504,0.00521125290434706,0.128712880514715,0.00337125924539061,0.0361083710077187,0.712989577465799,0.0579704233656592,739.685675592649,10.4442701373456,18188.1407739389,763.692936215229,1.07937855428771
"3",0.170352929560321,0.000642140131575537,0.00556061262411762,0.103442626965998,0.00305462703220202,0.0394089526747293,0.689649496845491,0.0524930084235075,720.384020459814,10.4165242007327,18149.8048528213,767.053118385098,1.47729693547942
"4",0.156428548485024,0.000819771810226943,0.00487614415894371,0.136178034806969,0.00232123195864727,0.0332599720073631,0.765227723220883,0.0579679202942186,725.107598061771,10.1705498738789,18511.1785108978,776.790497180409,1.26853181768736
"5",0.17754797744389,0.00084906363425898,0.00403843304973552,0.117670618476235,0.00333271465638333,0.031558880006286,0.727823108806964,0.0580971392895473,772.844838491483,10.2151081362623,18167.9057174602,765.688970899442,0.724373681512168
"6",0.131996722591452,0.00127011576515195,0.0046836856730386,0.111670656129398,0.00226877484720319,0.0374611771030916,0.767272200752578,0.0533952938003418,756.948312968022,10.2232688483703,19198.293319964,762.173334329433,1.13973900942804
"7",0.182012844566739,0.00112928649214609,0.00339682310054423,0.123250723707952,0.00267409906930065,0.0345242582456819,0.750611955346189,0.0565662912782373,742.357879889936,10.4484397256398,18811.9844367583,780.597222828583,1.27595610315165
"8",0.138016174120838,0.000854176223745043,0.00386757444906514,0.130094501837144,0.0023240340381799,0.0323263753804846,0.686575620083209,0.0510396846912687,699.872707468645,10.3663291430559,19088.0344757539,770.668573772504,0.890758333100646
"9",0.158775407516664,0.000601580698192314,0.00409433021874487,0.120625537449251,0.00307795324768399,0.0392830020446517,0.763514751128274,0.0530002474920337,697.098987974186,10.0045832348786,18079.5234661376,753.941067808816,1.28745916099128
"10",0.171643905638238,0.000840800778806574,0.0040503446167929,0.117857346320533,0.00365814556233629,0.0378134339931472,0.649990873207691,0.0529842942396243,727.445870526354,10.2404986783897,18051.018140371,756.956166240546,0.615457937815569
"11",0.183978677053454,0.00107747631457886,0.0047597337454745,0.147401583589115,0.00213844159096905,0.0384373096845578,0.717744768346491,0.0542074030266913,721.856156484562,10.2764195519728,18602.5681626066,766.996089747094,1.11069448064559
"12",0.178922553385027,0.000900794187910388,0.00346940432965932,0.153176740898496,0.00208416556285032,0.0377918741716539,0.736120849583765,0.0523919417975498,719.746669382743,10.4488341849651,19120.0765855279,774.649502278661,1.1167616199639
"13",0.152856388593913,0.000871564793248454,0.00342771036616304,0.105678402533076,0.00356032420627054,0.0397582510689687,0.716379869712155,0.0599853851237416,725.924536584156,10.2816794364784,18692.3415833387,765.348792958522,1.23059052744442
"14",0.188090948419895,0.000859606493593936,0.00484116752292687,0.11065809482023,0.00234907538501789,0.0397959383262517,0.731113843061799,0.0602293544532046,721.646838694634,10.0563153423815,18124.1735568633,779.611441933133,1.0049382931601
"15",0.144098488129163,0.000814605262581764,0.00479674125908065,0.111995172994745,0.00322703808430267,0.0345127327879344,0.712757402764135,0.057520720692458,753.621226814603,10.1728765827594,18459.8004038299,761.072651263879,0.877576871265928
"16",0.114133882234683,0.00070498171635086,0.00449866104392715,0.112036331630448,0.00201441610821715,0.0355372601420826,0.690776967311362,0.0503349039384412,719.552240622063,10.8066960477714,18092.1213397172,766.464331082751,1.08583150443364
"17",0.142760930726371,0.000835962762197999,0.00539697676818318,0.136258038622726,0.00230565126575982,0.0354530029551699,0.728781860638717,0.0575996732166837,696.820059924591,10.6296137580936,18675.071646165,760.668260194636,1.06789886292662
"18",0.157218236605455,0.000987232471185122,0.00400725852083308,0.135202568854274,0.00368786293745406,0.037356615812981,0.728845121995242,0.0588352561342117,739.666818881314,10.4807102055299,18734.8788310402,761.53148585613,1.37603728008227
"19",0.195806965005535,0.000926860524721449,0.00397139286522735,0.101744678750072,0.0029881094511086,0.0374715596552041,0.683650800776717,0.0596234146807911,686.697851739437,10.7102966566548,17944.1644293497,754.67112575401,1.3263089073532
"20",0.140343386801201,0.00104763964502715,0.00555093199379478,0.121461192349927,0.0038052044728659,0.0332697031868782,0.729139316163249,0.0605472236105569,717.187061545179,10.2913307822073,17814.88607635,784.79814470678,1.46153807877857
"21",0.190374688391244,0.000692739895306004,0.0042334451365835,0.123571182998405,0.00210702175883228,0.0371987255166135,0.697759413767261,0.0616817722717538,716.551430563314,10.9323644818284,18736.7837165471,762.020488036712,0.905613838104172
"22",0.169793849879847,0.000828967644672888,0.00392553933808761,0.129418455574171,0.00309461379145463,0.0396807892665933,0.742470682830655,0.0597613536503227,728.525776567732,10.1877605409369,18702.4586388972,768.351866300376,1.04472176943647
"23",0.155251714185054,0.000807471076454025,0.00436537375677263,0.114748215435963,0.00315076156827347,0.0380998675467784,0.735794935362902,0.0571070847498965,697.845669258403,10.0431284308314,18158.3351451774,754.238749924891,1.06460459821323
"24",0.198568369148724,0.000711168604979589,0.00398843091256171,0.106182708640934,0.00244219086087309,0.0387444497699648,0.702791351465756,0.0596496230463117,721.308913728512,10.1926233923175,18181.6506525862,750.182254660792,1.17970678232619
"25",0.154356659485614,0.000819299732827961,0.0037866328492128,0.103652383719264,0.00273253013739345,0.0396936321464899,0.736827477777022,0.0535441253479515,752.575024292407,10.3605205664807,18439.4519864477,784.385222829442,0.961066900935378
"26",0.173556234632527,0.00123200069463891,0.00351363698772051,0.114135393827587,0.0025811075093928,0.0355129808274565,0.687485801251943,0.0574639360776842,710.993692398331,10.1329770208346,18101.8081241846,788.43428547465,1.32036669006209
"27",0.132217717353578,0.000517390127821804,0.00449024638156787,0.100839609735793,0.00241657023188488,0.0390529488521615,0.73569626963952,0.0606496713072347,722.956765846053,10.0859304157574,18536.1340740452,760.920215296116,1.14817247545657
"28",0.156987117066261,0.000907787462649619,0.00667124726795157,0.106491992416611,0.00327437088660433,0.038123639872297,0.736666443948977,0.0528386018160596,715.453301828298,10.7899879875696,18000.2181084406,788.299804999425,1.40204968323849
"29",0.148289880641297,0.00104327831478566,0.00500147607092542,0.103124116772206,0.00403544411710755,0.0363495140262361,0.714030046318848,0.0585074878731627,712.630787419524,10.1053233267714,18435.6186023255,791.371371327965,0.977146094045513
"30",0.141645201047843,0.000881970621174953,0.00326496637072661,0.122046975953246,0.00299169591739736,0.0386064370837626,0.778362670535697,0.0555279329794062,787.266485498181,10.2972406886832,18901.9185056519,789.107904253635,0.94831768781788
"31",0.1624782742394,0.000896031580994439,0.0046951203025757,0.117453514416407,0.00386684326386338,0.0322178869095455,0.787879886466495,0.0590098034647493,719.322825360694,10.0444990852342,17736.6591071722,773.221928527649,0.740734224928987
"32",0.156975345394342,0.000831914987931516,0.00378711373251645,0.125781472667455,0.0025664174976743,0.0396852915121841,0.705406889026104,0.0506328202098331,689.089687291018,10.3275452685505,18632.0008283525,776.392393917354,0.732653230628184
"33",0.175424223195451,0.0007678972604684,0.00429258672715285,0.116776718721815,0.00415219455094935,0.0378906048296231,0.659254429924054,0.0560681136547439,739.708673329664,10.5427936660992,18407.8682082994,786.062360691378,0.739941653972394
"34",0.193927238298238,0.00116056285577891,0.00374814810226291,0.150159293834032,0.00335485207407762,0.0395954443175527,0.722220836555119,0.0581420885434332,706.845839589629,10.6090713930165,18735.0818653703,766.976428169007,0.617080084285057
"35",0.152698850680027,0.000625389637295172,0.00427665584392722,0.102025220125559,0.00220542213895426,0.037903984381447,0.705051272978297,0.0522814752323886,731.717092271672,10.0706492224193,18318.2669099815,781.979521930936,0.943945506152863
"36",0.159411773551698,0.000948638995301326,0.00444460032469171,0.11724407145407,0.00229245454430969,0.0381724291815476,0.744775389464293,0.0566783988138045,732.933585724431,10.9545792981027,17480.460971976,775.288999290702,1.13283479014059
"37",0.122286871490378,0.000832852030364541,0.00478233055894623,0.123323816753668,0.00360843446061545,0.0351478810499376,0.694193568230152,0.0591502358758582,721.006879622329,10.3862896419188,17999.7800137174,777.010560513683,1.45868872539977
"38",0.172315361867087,0.00100952587598597,0.00435908285350395,0.122171799933074,0.00335477035268687,0.0347868965160646,0.720581612431871,0.0588559648043261,742.005471254877,10.5021023493604,18445.1994020532,793.719510820075,0.807199521969869
"39",0.13319820346767,0.00106142758307399,0.0039515140285246,0.156391297383932,0.00203069184072811,0.0394778446783045,0.776804828891673,0.0530290810913693,726.451842083603,10.0668407585882,17995.9374368296,752.933721203704,0.991706722941089
"40",0.166417455872974,0.00103121727695882,0.00473591457027726,0.133023631469928,0.00359934757347912,0.0380591112666954,0.724636603527664,0.0616820482407591,724.944278749988,10.4021400415132,18545.171302515,769.214178196295,0.979186637729984
"41",0.188194622186239,0.00108767180668961,0.00438171566472408,0.114169219670402,0.00215641025637881,0.0370409355725453,0.673523136439964,0.0600785133860115,719.596970330561,10.1446477624575,18827.8175709869,769.122485606733,1.33452852606198
"42",0.160578865059993,0.00127032370208675,0.00516068886690286,0.125274913473654,0.00393217217342274,0.0349107912167312,0.777299725852396,0.0538416468910678,730.839531111371,10.0038277287165,18731.7539948117,769.550100996106,1.68204057159871
"43",0.170726979568587,0.000846918211416976,0.00433138104332093,0.118295093203436,0.00238568584565548,0.0386287592748727,0.723589745182914,0.0621581969950162,695.460931440862,10.1981553440402,18614.2097333912,753.996630498403,1.14862338533877
"44",0.152028655709132,0.00046275066605743,0.00380588414404979,0.107531004644442,0.00353339791096995,0.0363182017254979,0.745260035218301,0.0535670559302911,703.556130639194,10.2965921416689,19317.2173010848,750.412880475093,1.43660222436348
"45",0.145968353453866,0.000751587418700858,0.00405113879829892,0.120410335369814,0.00270657088919006,0.0376673237819296,0.70489907818495,0.0622873624262722,715.04438175817,10.4746827194692,19319.3288118904,782.518499005326,1.16844668656395
"46",0.217605071518646,0.000912705920423794,0.00468478299651625,0.10535360552967,0.00267746191365888,0.0382639212960717,0.755095611334901,0.0561862621507256,695.428146372074,10.2061281841121,18041.5984357058,760.360775051935,1.23498516058895
"47",0.128737029741473,0.000965165965611449,0.00533682390424421,0.114048483511975,0.0028016037131307,0.0373244413868387,0.696259102855341,0.0626227386937272,725.700625596315,10.2752566332376,18560.7285546629,797.796013898469,1.00998047293744
"48",0.178158972609925,0.000907338977775939,0.00400595638927476,0.109815339678776,0.00276778149422948,0.0395562524578171,0.742376102239588,0.0536129723406693,743.262703306543,10.6139072630635,17771.2687597099,768.156826188875,1.49305588318809
"49",0.167303979572754,0.00101684733832313,0.00340757829869646,0.135179669571173,0.00372658933584104,0.0376863405717522,0.781064254737172,0.0543953828919732,748.473535557951,10.2510287206541,18145.7623302158,750.141927847772,1.15299283889244
"50",0.146936474247527,0.00121130332253334,0.00393595011985693,0.107841606043125,0.00270941119259815,0.0359883852134889,0.685734890936458,0.0573634597603002,725.282545192214,10.7978070336877,18611.429038668,785.967349545274,1.14928618348358
"51",0.159785413810595,0.00103090842095983,0.00520788171683921,0.142525062323237,0.00233944775136134,0.032488768842193,0.767893458048345,0.0520366259014362,720.627608728376,10.0270356244429,18782.1861980895,756.056520060642,1.11457122291018
"52",0.144507587568637,0.00105294111419205,0.00458030521479742,0.132491798043465,0.00287335815206443,0.0359171161493066,0.703828175798724,0.0541112175451012,738.066882119551,10.1586814819487,18064.1138860674,761.114132464768,1.05454933363877
"53",0.134247407535514,0.000902233549870069,0.00437138628184368,0.12161849771064,0.00442163156808139,0.0355197882180238,0.788875247257501,0.0588766254149802,731.64008806301,10.0428029754197,18557.2280362006,770.967202411092,1.28020795193661
"54",0.144370700208447,0.000750105166490728,0.00458683539393813,0.108331241159295,0.00297971441879693,0.0371158837291174,0.706813501012086,0.0562420722412137,720.930839307724,10.0323170996076,18350.3061358577,754.972725559492,1.09966802916965
"55",0.210445781691056,0.000673776275630696,0.00421465319932641,0.118190077526005,0.00280526937147992,0.0357349950273308,0.705609169061049,0.0508081525154208,703.62989926062,10.0944241088842,18023.4317544901,767.724347208861,1.12737027577155
"56",0.191162741612584,0.000879380034763582,0.00326954465274566,0.119731954691176,0.00358086929407715,0.0387403516777125,0.728947527517348,0.0602052371453574,729.674106129767,10.0139815473218,18814.2070220645,772.44530550982,1.37521452286056
"57",0.149292984135236,0.00045506043895354,0.00389057915277172,0.117260164462975,0.00318194233795576,0.0336644905475093,0.742827313790994,0.0592811515245206,713.662262187914,10.3595076723515,18678.855939188,764.866618159845,1.0785381688426
"58",0.182610985523437,0.000760477176642798,0.00420097073895973,0.109536716288524,0.00219515140142458,0.0309966286196977,0.74438366822307,0.0550265086514157,740.266032945265,10.205329686582,18018.5505816309,782.958796485806,1.26610690899832
"59",0.166431270363915,0.00108289006317242,0.00362256401362115,0.151726212807042,0.00305676543931934,0.037946745808796,0.668593049144341,0.0532679307942239,754.086277227183,10.5875394556665,18147.7968578558,764.999522938189,1.03393486290266
"60",0.144385298766194,0.000864712699220976,0.00402233594377547,0.104966579378859,0.00241492789164328,0.0394732032407999,0.729800532478087,0.0568157293752434,739.65421590995,10.0851848137589,18135.659464814,765.053350937585,1.23574448267421
"61",0.143338122547774,0.00097908531078496,0.00397849446451649,0.114950396849992,0.00312168024196269,0.0329071950611841,0.774509067005499,0.0552768741524379,732.389681801891,10.6715628284052,17781.2777333221,764.152689198379,0.9469978839301
"62",0.192811401495358,0.000777609552856999,0.0067813420758622,0.105190947780928,0.00339402649204585,0.0382867948434429,0.757011508528904,0.0587041476807287,736.021051225194,10.582181354665,18347.5283483617,776.456373026015,0.92176968608378
"63",0.139597713811093,0.000870458581972844,0.00473830947642464,0.121643673283612,0.00274368057355966,0.0344933586580505,0.681957321221088,0.0542082433636938,714.451898415216,10.7633095645079,17719.3152901135,778.353662411205,1.18665375394405
"64",0.13998426043722,0.000644918602641101,0.00498290809917493,0.108573265612328,0.00410821762485313,0.0387214129766566,0.731055897941445,0.0590597894855711,691.206645392068,10.2546975053014,18632.1531962883,758.072198276937,0.995597937150566
"65",0.178587927414598,0.000991860711645381,0.00353324925419037,0.127507617291933,0.00304072012975184,0.0388594271375957,0.744901123594336,0.0554705168166648,674.391246846638,10.2822415259909,18373.0099498754,764.194254899266,1.31955685477974
"66",0.151671984680569,0.000762949455112272,0.00516824813600242,0.101092665694492,0.004644585814705,0.0376561714386318,0.726533438311877,0.059154688631056,720.840619040495,10.1347392552047,18893.9232851678,776.64395904191,1.32763462678647
"67",0.137619620571146,0.001328219268829,0.00378684125778758,0.181728481092049,0.00230531939033039,0.0361832769546606,0.705528726694221,0.0551630244923656,707.492774362282,10.170645400653,18196.5660481765,768.617452375443,1.41168565273418
"68",0.175147054567253,0.00088002074157988,0.00403431216903036,0.105765160242287,0.0036638205314146,0.0380936324902016,0.715379656602753,0.0549094536574382,767.857942244474,10.1636200367713,18254.5617756064,780.462568281617,1.12544136085674
"69",0.147157065813544,0.000856566570774544,0.0047526206253831,0.10229987420135,0.00286882068698637,0.0366253161452681,0.773124570379485,0.0579429624831323,708.837065668773,10.2555577210321,18708.371267579,767.842971113885,1.53581246571739
"70",0.147836274084367,0.000899400029619067,0.00402979486294326,0.109712016997025,0.00393115376569618,0.0359609143667732,0.737621004523921,0.0557095168093435,707.225867067598,10.0768172494561,18660.6809199348,770.986517190023,0.797673028485155
"71",0.180954398493725,0.000948099570170707,0.00409445303765334,0.107673246672733,0.00336852243925032,0.0326364585548261,0.720614150721623,0.055096246044746,705.239673204225,10.1928771920912,19372.1135800652,789.758091094071,1.12092560611914
"72",0.198294434846064,0.000888362037534414,0.00381267675056955,0.13234989511583,0.00381117572659386,0.0399338498870284,0.694130126393339,0.0554426775439127,744.164449428842,10.0168210542268,18093.54268378,759.076842382125,1.20178171740228
"73",0.131992769250657,0.000918415017315809,0.00302581532268803,0.107170661329809,0.00264125977300414,0.034768984849727,0.705611939588631,0.0530761540099243,738.641220128293,10.5129139616383,18089.3435119382,774.616305121213,1.33274451927215
"74",0.170141099128487,0.000984584949372139,0.00349631176466857,0.129788178867842,0.00231421797790536,0.0383786270643877,0.714158654386805,0.0566042937412158,736.111233777326,10.1074267374692,18373.0658536929,780.215485813991,1.43395865460168
"75",0.148754219712856,0.000854004609966151,0.00606488886898111,0.117516567312481,0.00270457568829571,0.039538622581023,0.745922446881667,0.0585005189321806,715.888885448514,10.290484485561,17646.8412782158,773.573058993081,1.27581167733089
"76",0.166684915473244,0.000755556881381295,0.0033351186165595,0.107555543451175,0.0041959347270627,0.0380019051235245,0.768841836359351,0.055201603268084,738.438370558501,10.1446516885751,18391.0565133545,772.222944636039,1.15469682818593
"77",0.153977491500068,0.000912884769233554,0.0029529896773009,0.136346206737754,0.00356439804962043,0.0310087108179621,0.737983473499831,0.0552926933013438,733.828764391638,10.1483675495229,18784.51055133,768.157353834007,0.909198958874525
"78",0.164645149796602,0.0008930337743633,0.00329230562547272,0.144325235049867,0.00226562506980105,0.038543175283556,0.697227998237234,0.048111615811333,719.567025688587,10.0849516524775,18028.2494457447,763.634820506821,1.05373851272646
