"","kplant","LitterRate","retrans","RespRate","UptakeRate","propN_fol","propN_roots","q10"
"1",2.15126844835712,0.000419793044473519,0.818357235484957,0.873026644736474,0.00916721030233313,0.424965624217676,0.104147529583811,3.29442775131759
"2",3.30713827560475,0.00196210411038151,0.677617574557678,0.840741241509337,0.00792658760497302,0.60315829744757,0.89853441005078,2.94718974068952
"3",2.03236980156884,0.00201139005018424,0.831909681997241,0.649764408990929,0.00706207260030301,0.298658867838852,0.217887250299394,2.04035481713274
"4",4.93671410685379,0.00103049460232183,0.820906517333614,0.965788756403807,0.00982446534440332,0.403248188117864,0.171543393146688,1.91294650149368
"5",1.19089179989109,0.00194863553103288,0.759549440258759,0.818382675097748,0.00745047282026432,0.16766519568705,0.476981345576183,2.97064923357657
"6",1.03746184691463,0.001802238153855,0.691842233793544,0.824933508303808,0.00776045466484567,0.192671385074699,0.486059817401743,1.60145897154187
"7",4.97364268091189,0.00184600831789099,0.74388472327474,0.665591459833465,0.010699263957632,0.234417470714104,0.225963390510874,2.73653015599079
"8",2.39892308555882,0.000635077885928235,0.720580146020755,0.414501112526148,0.0113501677814443,0.321948037944551,0.479027630883136,2.2837672126976
"9",3.65061185488042,0.000868263670497631,0.749717198113181,0.575929657252486,0.00314082974450292,0.236144842159019,0.798487789207646,1.6045714773013
"10",3.21553287172576,0.00218185591898011,0.663561767671565,0.86339424261592,0.00496203387718503,0.435922908888087,0.793602935989838,1.83211151176672
"11",0.784379557263232,0.00107370788804231,0.809959480571634,0.948967130345324,0.00409854133318579,0.602335520292373,0.285680517148964,2.83447056473943
"12",0.518077283736491,0.0021797767191907,0.757365725279529,0.921000692751264,0.00703645595745578,0.330736275928888,0.102761814248962,2.5267327143064
"13",4.28692281182957,0.00138711555181116,0.839193295513146,0.833730994981837,0.00896327249061473,0.187935455196872,0.897711676012751,2.41225968757769
"14",2.75175681136817,0.000305218902411104,0.74293602336273,0.80860832589917,0.00672786838162189,0.541797665845717,0.535208195149646,2.49909570348029
"15",1.11322569313162,0.00160745127232516,0.601715388649967,0.858718748916653,0.00330556501124881,0.465945564861541,0.448219315881256,1.73003216863944
"16",1.21868912133356,0.00185718208660334,0.698327672049021,0.859287247898976,0.00311321361289655,0.538062264481532,0.807655405075177,2.04012634223044
"17",3.01725747073938,0.000351705218872356,0.710321615511764,0.932873334983101,0.0103790444525258,0.114583230014343,0.327014751177225,2.54194058536841
"18",1.52072428113954,0.00219260709614961,0.790370212236659,0.806578963918584,0.00929726777601582,0.498396905120313,0.445872702282399,2.13603770624027
"19",0.583367780198337,0.00159458652209232,0.806263998441546,0.973439144542057,0.00748964519787448,0.247962685729571,0.193495813085972,2.03590808538009
"20",1.37295839440115,0.00180472966240505,0.834670812102677,0.666648476339189,0.00671664729587636,0.841070000085571,0.484856598281491,2.43903151188954
"21",4.51457254888571,0.0015081536865745,0.674150533715777,0.800781715292757,0.00263060280672241,0.668966935380557,0.870000627295341,1.95506529255487
"22",3.21400430958352,0.00129385450960318,0.735445771588667,0.653311267399178,0.00226541525321888,0.576997381977959,0.155050163124514,3.06372188461122
"23",1.83988223430689,0.0016563919771584,0.674722657462686,0.942996168224016,0.00749139324484857,0.190968980049207,0.287467955085853,1.78841572718769
"24",3.67316311559535,0.00139893352801694,0.732330974021186,0.752280888204851,0.00324868166740844,0.347224930798746,0.134062758863639,2.66147222492488
"25",3.85212740612641,0.00219160218280789,0.84311296886157,0.807920460946404,0.00563816653474319,0.260558957960108,0.387705317206688,2.38539936812863
"26",0.854660003042594,0.00108558690153997,0.811923351690228,0.852852476949319,0.00853977358736254,0.137288579893162,0.39084101374885,3.06765473406094
"27",4.91580467067202,0.00113242586162196,0.657493787796877,0.795145044894019,0.00934924399960446,0.373283603949956,0.423248285203862,1.76351859216451
"28",3.93899699056823,0.00176395164729861,0.842333996927084,0.853894059085826,0.00505750516959486,0.50364968530276,0.663684303586952,2.20601349184987
"29",2.99023013591586,0.000354110363578163,0.689633859088256,0.67944118101797,0.00780778297251039,0.214584896035676,0.449881347535502,2.64994800886689
"30",2.70799434392748,0.00192278782070454,0.849656617010616,0.783100216911004,0.00450496858840605,0.185203942377965,0.486458968222227,2.44770451519148
"31",1.74996993250506,0.00141961859144991,0.761556053690185,0.569792349950399,0.0090115890558517,0.852598995750932,0.576899199765866,3.06772443552933
"32",3.92049486301766,0.00231328673760001,0.708244622241558,0.621184847860176,0.00869584284759487,0.452760394666595,0.655725765368945,2.25959633761784
"33",2.66027160844922,0.00101249588582801,0.630612685604833,0.358483913044827,0.0049684537960882,0.430911515817106,0.338848742817146,1.91204792937675
"34",1.1146279949877,0.00100060596526715,0.718296478201085,0.444078766586206,0.00546042394774225,0.214587824949872,0.20505121999938,3.02160793245416
"35",3.26841244453738,0.00142555937257172,0.780880728267137,0.700750364938778,0.00833065403026302,0.577251097001347,0.601413829071377,2.35418061136227
"36",2.85352964110453,0.00219375143084052,0.819888232527763,0.737586301244843,0.0109721516373529,0.822696186121151,0.565084409714144,3.20436595958236
"37",2.47968157219802,0.000473439874283203,0.766457470875124,0.458662595441948,0.00585666186387701,0.621751384249337,0.396497934805486,2.73468941822217
"38",2.47246698410765,0.00224800587335124,0.629844315101532,0.738932956954531,0.00759201261838961,0.679469648402221,0.333683748222016,1.91644902277898
"39",4.16015477226708,0.00167580328479643,0.709563290479753,0.940431924253355,0.00536554575469725,0.756486719924462,0.221973016449044,2.75732706502321
"40",4.08988556725518,0.00114210361203766,0.736786915389219,0.42298275345409,0.0114092115026346,0.399498463696691,0.860413295830885,2.03612102524369
"41",1.73941074715289,0.00158614462546281,0.715471717849319,0.9300682987519,0.00808866867837007,0.369166959897151,0.414937542556705,1.71464023626735
"42",2.76925285450072,0.00223460535430851,0.66548160570057,0.913132178868277,0.0031724899153347,0.31117778399103,0.177212220561857,3.25301003188892
"43",1.61853191122972,0.00222432942110893,0.69343851269653,0.830773942849755,0.00607262570254552,0.252753704581914,0.233303868022313,2.72918404654671
"44",3.47491942329527,0.00098975098756775,0.671673384960557,0.811549665906888,0.00444473831826634,0.170652582387333,0.588392389366712,1.53509047750152
"45",1.95413484235056,0.0019125291046574,0.63158891327154,0.680666950511565,0.00626686558644262,0.215995820793918,0.611919373366905,2.48340690745213
"46",1.3394810481329,0.00138880821636409,0.715383400268347,0.722759759898095,0.00295057205873597,0.687398647054161,0.635080966375434,2.67274427485415
"47",1.30986947110549,0.000892316426365662,0.687578919158557,0.761797761713562,0.00480073417888204,0.384612337647936,0.229272424171204,1.6404679810655
"48",1.9579266703322,0.00140629062974983,0.730815878559129,0.710812685519714,0.00617648426857445,0.785364941477565,0.732261770314509,2.48942804592838
"49",2.57468649848819,0.000258954318005828,0.724858111654808,0.490818185927748,0.0116618964510051,0.27425467818546,0.233976302376997,2.43194611226127
"50",0.776869791407949,0.000976403336786785,0.827405847480712,0.400248767341195,0.00613750665832177,0.368786976633634,0.2676941066277,3.11830905015891
"51",2.32194950098965,0.00161440544018622,0.749249089230399,0.909602411680797,0.00304480942391123,0.248362559676727,0.294454498866942,1.65701367581548
"52",4.12086035555776,0.00212446599507302,0.808130675887704,0.736433867828336,0.00633133879396757,0.878535272960476,0.7061995065306,3.09311686399716
"53",2.02314551341525,0.00202252934286442,0.833022186097872,0.690941185396993,0.00485379238354736,0.728811413292272,0.425844800982954,2.90282216547804
"54",4.47203561250533,0.000745632486426277,0.783061222828528,0.809275793091871,0.00857085655470457,0.538007403971992,0.730958550485886,1.76953510315011
"55",3.20276513742235,0.00187640333091253,0.797862429330918,0.496749437999651,0.00721121424544672,0.552058172792745,0.855599519210682,2.41636464957162
"56",0.971275342307103,0.00160275433073725,0.824337790552907,0.857528100316118,0.0102485505892444,0.138839071057341,0.177858051351669,3.06189443775162
"57",1.68043189996232,0.00135474522603154,0.744026280597799,0.360880032319011,0.00422973305791183,0.401288382533205,0.712704053305188,2.30294807924713
"58",2.34760315334082,0.00125716035036205,0.659928650606998,0.884174406436689,0.00232425510550122,0.440387805586504,0.383349289143666,1.76562166118738
"59",2.24406428106506,0.00127293924447329,0.811500576079226,0.449087989593867,0.00597185940665474,0.35667751236275,0.312406691040212,3.00889095602828
"60",4.79763564805021,0.00156703902700747,0.794290700499486,0.495445510083608,0.00832299814794575,0.135850854562439,0.647331917309287,2.38217792579561
"61",1.83904656705718,0.000515428185444413,0.721251535918779,0.862220367211025,0.00695388012454705,0.325522667071853,0.427088187399346,2.93469721659715
"62",1.74386823753376,0.00128687714803598,0.793863231698404,0.838204485732382,0.00314029315213266,0.178604255943571,0.594836391864357,2.78382548219025
"63",1.68434386899633,0.000814440484426546,0.761832487999226,0.688000283562415,0.00686012556356723,0.283673520417184,0.574305846557888,2.1314138485771
"64",2.80301160828488,0.00130100769458445,0.663090799725279,0.60517554449782,0.0109375048026019,0.343873079560967,0.380561033996618,1.67074959234404
"65",2.52039974900503,0.00100224362526337,0.762731784099814,0.82209107213628,0.0101857213927075,0.427992921768723,0.743068387741979,2.46094213164174
"66",3.10491129773361,0.000240571872501738,0.707763220152123,0.925876117115755,0.00373712940874981,0.452566909649392,0.666698643567764,2.34819004538865
"67",4.72765252471825,0.001234778951973,0.754054668124706,0.900734748105529,0.00508464794789836,0.280066756979804,0.348653605211259,1.72944788766402
"68",0.981034748032315,0.00115422542362423,0.766129007648769,0.653200252081688,0.00311428224780427,0.105368682144954,0.89545587273166,1.80744519663903
"69",1.11962449719153,0.00187786408917104,0.668365496160742,0.626133465560345,0.00671644254469433,0.100585534948005,0.245898025849168,1.91307319769991
"70",3.18925989262508,0.00121048876853204,0.677073073686302,0.592348405933862,0.00340591384286844,0.555786266837716,0.334906611025359,1.67293517365854
"71",4.25154492053192,0.000434029247060569,0.76751213200638,0.798873940631871,0.00270360581263261,0.128978391569064,0.38131214807052,2.00437839564319
"72",3.99703004884103,0.0012713700468348,0.665462412756578,0.903973457697862,0.00609085326479877,0.235788971818195,0.152776996977655,1.90045206223924
"73",0.43364699030776,0.00161107847967825,0.706922543327312,0.720055973777579,0.0097549457179141,0.232305129375767,0.170451958922187,2.65450190353252
