Date,Year,Time,DOY,Year_DOY,NEE,Re,GPP,NDVI
2012.535519,2012,1292,197,2012_197,0.476772952,0.536259243,0.748077426,0.05117056
2012.538251,2012,1293,198,2012_198,0.432294314,0.538942038,0.717832967,0.027331359
2012.540984,2012,1294,199,2012_199,0.524465463,0.546922255,0.800596025,0.029593169
2012.543716,2012,1295,200,2012_200,0.71516273,0.534978637,0.929610873,0.01059248
2012.546448,2012,1296,201,2012_201,0.486509837,0.534275312,0.752626098,0.080050426
2012.54918,2012,1297,202,2012_202,0.403864912,0.542498153,0.701233635,0.016853338
2012.551913,2012,1298,203,2012_203,0.675229682,0.548957091,0.919623464,0.124692919
2012.554645,2012,1299,204,2012_204,0.532197619,0.547762118,0.807791783,0.049395152
2012.557377,2012,1300,205,2012_205,0.501642359,0.558487001,0.800192966,0.050434187
2012.560109,2012,1301,206,2012_206,0.668759188,0.564312627,0.937427618,0.021529312
2012.562842,2012,1302,207,2012_207,0.570738738,0.571308704,0.87238402,0.037747503
2012.565574,2012,1303,208,2012_208,0.558027733,0.568614825,0.858606393,0.044581809
2012.568306,2012,1304,209,2012_209,0.502274529,0.569931275,0.817659261,0.049872415
2012.571038,2012,1305,210,2012_210,0.509983259,0.570756614,0.824815444,0.041268746
2012.57377,2012,1306,211,2012_211,0.614136975,0.565593003,0.897297226,0.049214772
2012.576503,2012,1307,212,2012_212,0.573833092,0.572332568,0.876284135,0.052897142
2012.579235,2012,1308,213,2012_213,0.674322242,0.565554323,0.943550519,0.04471672
2012.581967,2012,1309,214,2012_214,0.509103354,0.566442691,0.81773782,0.029767906
2012.584699,2012,1310,215,2012_215,0.395880473,0.565139974,0.728683512,0.047678788
2012.587432,2012,1311,216,2012_216,0.576004663,0.558633982,0.857630509,0.034750139
2012.590164,2012,1312,217,2012_217,0.529347468,0.558189674,0.821070038,0.02235388
2012.592896,2012,1313,218,2012_218,0.30189986,0.55604581,0.621003372,0.04459684
2012.595628,2012,1314,219,2012_219,0.527121793,0.546173241,0.801528677,0.063718891
2012.598361,2012,1315,220,2012_220,0.502552602,0.538780631,0.771655043,0.043057723
2012.601093,2012,1316,221,2012_221,0.589279488,0.527940627,0.822305363,0.031127317
2012.603825,2012,1317,222,2012_222,0.453980894,0.525906543,0.715179357,0.027309959
2012.606557,2012,1318,223,2012_223,0.387658546,0.515954014,0.649379824,0.011812606
2012.60929,2012,1319,224,2012_224,0.644712161,0.514781057,0.845434228,0.047812575
2012.612022,2012,1320,225,2012_225,0.542233187,0.509165274,0.758247729,0.057944511
2012.614754,2012,1321,226,2012_226,0.407230254,0.510769264,0.656747031,0.058685999
2012.617486,2012,1322,227,2012_227,0.346959793,0.511986926,0.61217744,0.060620598
2012.620219,2012,1323,228,2012_228,0.3887297,0.503450402,0.631652442,0.014909307
2012.622951,2012,1324,229,2012_229,0.388853384,0.495322701,0.61968855,0.047528131
2012.625683,2012,1325,230,2012_230,0.392259213,0.486390192,0.609056072,0.048313528
2012.628415,2012,1326,231,2012_231,0.369885327,0.493754454,0.602766416,0.076248622
2012.631148,2012,1327,232,2012_232,0.393568919,0.496160728,0.624560387,0.068513981
2012.63388,2012,1328,233,2012_233,0.357195788,0.49341425,0.592497452,0.063949376
2012.636612,2012,1329,234,2012_234,0.406092702,0.49485551,0.632260495,0.046673925
2012.639344,2012,1330,235,2012_235,0.395037664,0.493305966,0.621454932,0.084534777
2012.642077,2012,1331,236,2012_236,0.219725683,0.488536544,0.567242054,0.092830227
2012.644809,2012,1332,237,2012_237,0.246009756,0.492089818,0.557671948,0.065944667
2012.647541,2012,1333,238,2012_238,0.431585713,0.489251899,0.643562498,0.053810526
2012.650273,2012,1334,239,2012_239,0.295205764,0.484195236,0.518178751,0.091795018
2012.653005,2012,1335,240,2012_240,0.228300761,0.4798005,0.549438215,0.350133675
2012.655738,2012,1336,241,2012_241,0.255103768,0.471642708,0.522199378,0.05401418
2012.65847,2012,1337,242,2012_242,0.336515998,0.477414957,0.484791784,0.059327185
2012.661202,2012,1338,243,2012_243,0.274043061,0.472421128,0.512659675,0.078988553
2012.663934,2012,1339,244,2012_244,0.258701684,0.485474683,0.540690197,0.048993698
2012.666667,2012,1340,245,2012_245,0.301561917,0.484877421,0.515601715,0.05907311
2012.669399,2012,1341,246,2012_246,0.266166391,0.498479703,0.555770563,0.052951488
2012.672131,2012,1342,247,2012_247,0.38943296,0.498947601,0.625512777,0.312537238
2012.674863,2012,1343,248,2012_248,0.426224505,0.499167928,0.654149619,NA
2012.677596,2012,1344,249,2012_249,0.462798247,NA,0.545898571,NA
2012.680328,2012,1345,250,2012_250,0.499156114,NA,0.573874813,NA
2013.379781,2013,1601,140,2013_140,NA,NA,NA,NA
2013.382514,2013,1602,141,2013_141,NA,NA,NA,NA
2013.385246,2013,1603,142,2013_142,NA,NA,NA,NA
2013.387978,2013,1604,143,2013_143,NA,NA,NA,NA
2013.39071,2013,1605,144,2013_144,NA,NA,NA,NA
2013.393443,2013,1606,145,2013_145,NA,NA,NA,NA
2013.396175,2013,1607,146,2013_146,NA,NA,NA,NA
2013.398907,2013,1608,147,2013_147,NA,NA,NA,NA
2013.401639,2013,1609,148,2013_148,NA,NA,NA,NA
2013.404372,2013,1610,149,2013_149,NA,NA,NA,NA
2013.407104,2013,1611,150,2013_150,NA,NA,NA,NA
2013.409836,2013,1612,151,2013_151,NA,NA,NA,NA
2013.412568,2013,1613,152,2013_152,NA,NA,NA,NA
2013.415301,2013,1614,153,2013_153,NA,NA,NA,NA
2013.418033,2013,1615,154,2013_154,NA,NA,NA,NA
2013.420765,2013,1616,155,2013_155,NA,NA,NA,NA
2013.423497,2013,1617,156,2013_156,NA,NA,NA,NA
2013.42623,2013,1618,157,2013_157,NA,NA,NA,NA
2013.428962,2013,1619,158,2013_158,NA,NA,NA,NA
2013.431694,2013,1620,159,2013_159,NA,NA,NA,NA
2013.434426,2013,1621,160,2013_160,NA,NA,NA,NA
2013.437158,2013,1622,161,2013_161,NA,NA,NA,NA
2013.439891,2013,1623,162,2013_162,NA,NA,NA,NA
2013.442623,2013,1624,163,2013_163,NA,NA,NA,NA
2013.445355,2013,1625,164,2013_164,NA,NA,NA,NA
2013.448087,2013,1626,165,2013_165,NA,NA,NA,NA
2013.45082,2013,1627,166,2013_166,NA,NA,NA,NA
2013.453552,2013,1628,167,2013_167,NA,NA,NA,NA
2013.456284,2013,1629,168,2013_168,NA,NA,NA,NA
2013.459016,2013,1630,169,2013_169,NA,NA,NA,NA
2013.461749,2013,1631,170,2013_170,NA,NA,NA,NA
2013.464481,2013,1632,171,2013_171,NA,NA,NA,NA
2013.467213,2013,1633,172,2013_172,NA,NA,NA,NA
2013.469945,2013,1634,173,2013_173,NA,NA,NA,NA
2013.472678,2013,1635,174,2013_174,NA,NA,NA,NA
2013.47541,2013,1636,175,2013_175,NA,NA,NA,NA
2013.478142,2013,1637,176,2013_176,NA,NA,NA,NA
2013.480874,2013,1638,177,2013_177,NA,NA,NA,NA
2013.483607,2013,1639,178,2013_178,NA,NA,NA,NA
2013.486339,2013,1640,179,2013_179,NA,NA,NA,NA
2013.489071,2013,1641,180,2013_180,NA,NA,NA,NA
2013.491803,2013,1642,181,2013_181,NA,NA,NA,NA
2013.494536,2013,1643,182,2013_182,NA,NA,NA,NA
2013.497268,2013,1644,183,2013_183,NA,NA,NA,NA
2013.5,2013,1645,184,2013_184,NA,NA,NA,NA
2013.502732,2013,1646,185,2013_185,NA,NA,NA,NA
2013.505464,2013,1647,186,2013_186,NA,NA,NA,NA
2013.508197,2013,1648,187,2013_187,NA,NA,NA,NA
2013.510929,2013,1649,188,2013_188,NA,NA,NA,NA
2013.513661,2013,1650,189,2013_189,NA,NA,NA,NA
2013.516393,2013,1651,190,2013_190,NA,NA,NA,NA
2013.519126,2013,1652,191,2013_191,NA,NA,NA,NA
2013.521858,2013,1653,192,2013_192,NA,NA,NA,NA
2013.52459,2013,1654,193,2013_193,NA,NA,NA,NA
2013.527322,2013,1655,194,2013_194,NA,NA,NA,NA
2013.530055,2013,1656,195,2013_195,NA,NA,NA,NA
2013.532787,2013,1657,196,2013_196,NA,NA,NA,NA
2013.535519,2013,1658,197,2013_197,NA,NA,NA,NA
2013.538251,2013,1659,198,2013_198,NA,NA,NA,NA
2013.540984,2013,1660,199,2013_199,NA,NA,NA,NA
2013.543716,2013,1661,200,2013_200,NA,NA,NA,NA
2013.546448,2013,1662,201,2013_201,NA,NA,NA,NA
2013.54918,2013,1663,202,2013_202,NA,NA,NA,NA
2013.551913,2013,1664,203,2013_203,NA,NA,NA,NA
2013.554645,2013,1665,204,2013_204,NA,NA,NA,NA
2013.557377,2013,1666,205,2013_205,NA,NA,NA,NA
2013.560109,2013,1667,206,2013_206,NA,NA,NA,NA
2013.562842,2013,1668,207,2013_207,NA,NA,NA,NA
2013.565574,2013,1669,208,2013_208,NA,NA,NA,NA
2013.568306,2013,1670,209,2013_209,NA,NA,NA,NA
2013.571038,2013,1671,210,2013_210,NA,NA,NA,NA
2013.57377,2013,1672,211,2013_211,NA,NA,NA,NA
2013.576503,2013,1673,212,2013_212,NA,NA,NA,NA
2013.579235,2013,1674,213,2013_213,NA,NA,NA,NA
2013.581967,2013,1675,214,2013_214,NA,NA,NA,NA
2013.584699,2013,1676,215,2013_215,NA,NA,NA,NA
2013.587432,2013,1677,216,2013_216,NA,NA,NA,NA
2013.590164,2013,1678,217,2013_217,NA,NA,NA,NA
2013.592896,2013,1679,218,2013_218,NA,NA,NA,NA
2013.595628,2013,1680,219,2013_219,NA,NA,NA,NA
2013.598361,2013,1681,220,2013_220,NA,NA,NA,NA
2013.601093,2013,1682,221,2013_221,NA,NA,NA,NA
2013.603825,2013,1683,222,2013_222,NA,NA,NA,NA
2013.606557,2013,1684,223,2013_223,NA,NA,NA,NA
2013.60929,2013,1685,224,2013_224,NA,NA,NA,NA
2013.612022,2013,1686,225,2013_225,NA,NA,NA,NA
2013.614754,2013,1687,226,2013_226,NA,NA,NA,NA
2013.617486,2013,1688,227,2013_227,NA,NA,NA,NA
2013.620219,2013,1689,228,2013_228,NA,NA,NA,NA
2013.622951,2013,1690,229,2013_229,NA,NA,NA,NA
2013.625683,2013,1691,230,2013_230,NA,NA,NA,NA
2013.628415,2013,1692,231,2013_231,NA,NA,NA,NA
2013.631148,2013,1693,232,2013_232,NA,NA,NA,NA
2013.63388,2013,1694,233,2013_233,NA,NA,NA,NA
2013.636612,2013,1695,234,2013_234,NA,NA,NA,NA
2013.639344,2013,1696,235,2013_235,NA,NA,NA,NA
2013.642077,2013,1697,236,2013_236,NA,NA,NA,NA
2013.644809,2013,1698,237,2013_237,NA,NA,NA,NA
2013.647541,2013,1699,238,2013_238,NA,NA,NA,NA
2013.650273,2013,1700,239,2013_239,NA,NA,NA,NA
2013.653005,2013,1701,240,2013_240,NA,NA,NA,NA
2013.655738,2013,1702,241,2013_241,NA,NA,NA,NA
2013.65847,2013,1703,242,2013_242,NA,NA,NA,NA
2013.661202,2013,1704,243,2013_243,NA,NA,NA,NA
2013.663934,2013,1705,244,2013_244,NA,NA,NA,NA
2013.666667,2013,1706,245,2013_245,NA,NA,NA,NA
