"","kplant","LitterRateC","LitterRateN","RespRate","UptakeRate","propN_fol","propN_roots","q10","netNrate","cue"
"1",0.142842477028529,0.000577913304522486,0.00129690424922322,0.318289046545995,0.0115563254170413,0.411726839514992,0.0137904362632313,2.78342239316126,0.0247690274720014,0.688933420987229
"2",0.0710710756279216,0.000242484823631068,0.00104932250144374,0.428398333542779,0.00607176939056812,0.27473362760668,0.0122347089535479,3.12461629690772,0.0227299331874034,0.591076512274044
"3",0.186060195032999,0.000330098564315944,0.00121046752028617,0.68003491051369,0.0100674450744777,0.34749802439191,0.00919391158328607,2.97987671129644,0.0018328384057655,0.437404608552199
"4",0.172371875839201,0.000585220139920144,0.00212849578902706,0.95716125671597,0.00371144874843502,0.454323419511995,0.00983371284498745,2.96289227953034,0.026407517196447,0.427313582240208
"5",0.15523036522601,0.000583688601399492,0.00169160363170428,0.609219655753521,0.00637629186891275,0.40809154336771,0.00733163867708726,1.92772161800266,0.00209529155982803,0.430791784499914
"6",0.16989198799885,0.000293423744232324,0.00115334270521361,0.527467013978507,0.0044408660298663,0.272036666933126,0.00258396193081136,2.47594594358042,0.0133026968878333,0.543654458006268
"7",0.16854546394553,0.000555422267217991,0.00101000419076596,0.353512766293743,0.0112000966579012,0.718530457991484,0.0148987699174691,2.9909325965935,0.0332432712664131,0.563820601968797
"8",0.26685895287061,0.000277503509483818,0.00100741992893645,0.399926551699876,0.0063360551938904,0.156653167463163,0.0140151233889209,2.96692035976501,0.00199013837019605,0.355631560232655
"9",0.113882175427364,0.000386612759038211,0.00141386939416596,0.906012212168579,0.00692674304960804,0.29818614218102,0.00797796612953808,2.68265028886128,0.0220713952470559,0.273207201709359
"10",0.155355755879023,0.000401704698395757,0.00103682099464285,0.840935360245457,0.00566920332878082,0.106550157494056,0.0131663502707507,2.83598397453876,0.0192357192520063,0.449212504617445
"11",0.155328931659491,0.000302238433602796,0.00168664141396845,0.79260631310205,0.00565699613445883,0.353430827341528,0.0145277259110397,2.86243046394982,0.034090244810404,0.335923655237177
"12",0.0827387448829071,0.000230545761410137,0.00152345522350689,0.592185023968737,0.00446152320862216,0.542465207796964,0.00817445967863731,2.78293449314048,0.0230104740565731,0.508783526697538
"13",0.107320840634741,0.000731969956886442,0.00138426627518716,0.360175418984308,0.00324381350616703,0.357334048043202,0.0130798984758047,3.07273914938048,0.00895644031479172,0.420550935490235
"14",0.110415202169474,0.000400755015132699,0.00137971983550335,0.412254582439567,0.00770384625945237,0.348035734948422,0.0124603883569705,2.85463918469947,0.0140077398157462,0.390090225969689
"15",0.178148035382419,0.000744554617145786,0.00213571148752889,0.457252530755611,0.00421734146410199,0.481678240250368,0.00765255219803736,1.81673284881734,0.00120095585476486,0.306815645938603
"16",0.0927312684876335,0.00040921454817415,0.00188198819028535,0.464431899882622,0.00941047748393673,0.114329132200388,0.0122582574108895,2.48672389148642,0.0312896039199725,0.591806690347059
"17",0.178400661564527,0.000572846135664923,0.00172864715719241,0.899361542850773,0.00310494861752438,0.294037436595932,0.00578169155910094,1.90537863313311,0.0166644583052482,0.250689211778248
"18",0.119122991710143,0.000460324375894415,0.00167091674328856,0.865605666651041,0.00704073701281391,0.346264208883241,0.0114442901100609,2.71870492450377,0.0314569878127282,0.564561770921573
"19",0.234007882180346,0.000168429961290328,0.000909283069629432,0.781195864724523,0.00760098802822504,0.116981191880871,0.0133083380413123,2.01749101911821,0.026434735928774,0.542766342211598
"20",0.109438365186522,0.000843709535735914,0.00186619760098992,0.939634810603937,0.00547372851900158,0.356233840670986,0.0146531949560752,1.61102020980208,0.0113025260201033,0.317423889791395
"21",0.165459443448046,0.000518543109010178,0.0016494995840797,0.354965407607267,0.00538607198375659,0.338946882043168,0.00887932396407476,2.36626354188876,0.034706349615851,0.598950051888027
"22",0.135736105893116,0.000713483266946621,0.00155672793475286,0.850393516407111,0.00882046879813734,0.771820815797145,0.0142548970216255,2.30242919310904,0.0264111421257558,0.320634025039797
"23",0.163859108815706,0.000812978921871913,0.00100799987444256,0.565035898184555,0.00420266829951874,0.175148431251863,0.0064782744134557,2.0596035725418,0.00969359922024584,0.356068578445487
"24",0.234065631287664,0.000221671781277254,0.00161365021904096,0.674778586521036,0.00980510552221088,0.452279571050861,0.00463674308147017,2.17405863131858,0.035359748777543,0.626317396340561
"25",0.161030706176501,0.000436128301844941,0.001393145324697,0.606667869560443,0.0051238448833444,0.341286388743171,0.00597497316740578,1.52468464861836,0.00587242390397245,0.529198682550087
"26",0.0929980563335783,0.000469697905241448,0.00109705923712592,0.61781293881287,0.00540908891524641,0.802162624976537,0.00574371269967681,2.95393654540878,0.0207128858924612,0.429929521053826
"27",0.0951168207633938,0.000180189331495478,0.00214305480258804,0.302165245456171,0.00529106514493249,0.533739798081889,0.0100216846273661,3.17102608382185,0.0132777859368714,0.686012706109346
"28",0.292122966464318,0.000555413742304744,0.00120026974045185,0.754817941538223,0.00847833669979149,0.256356644377422,0.00942082996048401,3.13889007957894,0.00482386290638718,0.619134397819442
"29",0.100527430614076,0.000223306543116514,0.00101759044650249,0.738084092703991,0.0119984671960342,0.247661443081123,0.00870503984901114,2.21695467839149,0.0315714905713335,0.361012174091274
"30",0.1586188438869,0.000169656037390271,0.000915427416274471,0.689785724466537,0.00807652327432289,0.299863379044592,0.0127454158711202,1.88587873440431,0.0288927431209679,0.494244342348449
"31",0.204014026830694,0.000756941773378235,0.00147975305722766,0.50085396871618,0.00543476980469164,0.198879632359025,0.0118097715722516,2.38565558357722,0.0305149360673679,0.433069015552861
"32",0.179816977757646,0.000626273102912376,0.00098083817361758,0.51809459168952,0.00438450986729698,0.621971198793819,0.00442252973068671,1.80838530045937,0.0272866876207207,0.313233664598034
"33",0.236012455272425,0.000812222229131628,0.00201625656813561,0.437878795527567,0.011470796192363,0.591086388190656,0.00467325758993823,3.01379692180503,0.035108825026071,0.495516619495726
"34",0.100616443501757,0.000209635995607294,0.00176663665235682,0.398010898719405,0.00728022596550021,0.729597100746218,0.00584744221088345,1.729040496158,0.00435924113113835,0.476851734387379
"35",0.327967617792619,0.000391822799867702,0.00180510373247695,0.614076687311807,0.00871653840743068,0.83670093606169,0.00925911172244143,2.3947086091717,0.0225366445435651,0.412538667539988
"36",0.124082172259172,0.000717061876415391,0.00166033123666973,0.487095306714265,0.00747804573575798,0.596347869160769,0.0121677517608815,2.56432110957118,0.0177677262032707,0.564063811903903
"37",0.277718223863392,0.000821438621265733,0.00137398076552783,0.74313658498192,0.0105640898487592,0.336138230409536,0.01157385904051,2.4668618442102,0.0179839882842942,0.432576086908432
"38",0.184696503977568,0.000165123291072749,0.00180687966717641,0.377057216267264,0.00789415890854988,0.257218820188172,0.0125813599849344,2.03247581910526,0.0118913854138409,0.250692336257478
"39",0.0863801128293339,0.000199125657745641,0.002102271466436,0.329936037970652,0.00894166838352576,0.383006696894526,0.0130127033059083,2.51974950338822,0.0158927943391773,0.610369186974368
"40",0.159499425726134,0.000256553617638807,0.00117465759045808,0.698475682782882,0.00266755866111969,0.240887137147547,0.0118812082861538,3.02643540477755,0.019735251883472,0.634017941173315
"41",0.186179470607276,0.000508697122434206,0.00101176671437977,0.930457107257462,0.00368998984455785,0.255602793450188,0.00932709510012932,3.12581415550655,0.035927361951797,0.541579807545703
