time,Available_N,Biomass_C,Biomass_N,Litter_C,Litter_N,SOM_C,SOM_N,Available_N.sd,Biomass_C.sd,Biomass_N.sd,Litter_C.sd,Litter_N.sd,SOM_C.sd,SOM_N.sd
935,4.8,758.52,9.18,43.21,0.43,7226.5,267.78,2.43,255.23,4.06,25.73,0.28,2487.44,182.27
